Customer_ID,Transaction_Amount,Transaction_Type,Merchant_Category,Location,Transaction_Timestamp,Is_Fraud,Hour
221958,2453.589404273297,ATM Withdrawal,Dining,Los Angeles,2023-01-01 00:00:00,0,0
771155,385.38616071898025,Online,Retail,Houston,2023-01-01 00:01:00,0,0
231932,4138.3638404553185,Online,Retail,Houston,2023-01-01 00:02:00,0,0
465838,1333.444273171511,ATM Withdrawal,Dining,Houston,2023-01-01 00:03:00,0,0
359178,4446.679583484291,Online,Travel,New York,2023-01-01 00:04:00,0,0
744167,2985.9994815995656,Online,Travel,Chicago,2023-01-01 00:05:00,0,0
210268,2841.2617102691315,Online,Entertainment,Houston,2023-01-01 00:06:00,0,0
832180,817.7801178595367,Online,Travel,Chicago,2023-01-01 00:07:00,0,0
154886,352.32912115213213,POS,Entertainment,Chicago,2023-01-01 00:08:00,0,0
237337,2765.3198220042245,ATM Withdrawal,Dining,Miami,2023-01-01 00:09:00,0,0
621430,2342.605670659844,POS,Travel,Los Angeles,2023-01-01 00:10:00,0,0
187498,602.8167527184268,Online,Retail,New York,2023-01-01 00:11:00,0,0
999159,4178.760673978342,ATM Withdrawal,Entertainment,Miami,2023-01-01 00:12:00,0,0
275203,2089.1143952826965,ATM Withdrawal,Grocery,Miami,2023-01-01 00:13:00,0,0
291335,1305.9867129524803,ATM Withdrawal,Retail,Los Angeles,2023-01-01 00:14:00,0,0
378167,3942.41910526621,Online,Travel,Los Angeles,2023-01-01 00:15:00,1,0
141090,4565.755463100801,ATM Withdrawal,Travel,New York,2023-01-01 00:16:00,0,0
429365,1533.2837024292558,ATM Withdrawal,Entertainment,Chicago,2023-01-01 00:17:00,0,0
164820,3880.8696775812277,POS,Grocery,Houston,2023-01-01 00:18:00,0,0
887201,3264.335686757525,ATM Withdrawal,Grocery,Chicago,2023-01-01 00:19:00,0,0
421879,4948.6902798516885,POS,Dining,Chicago,2023-01-01 00:20:00,0,0
818315,1023.9435735190816,Online,Travel,Miami,2023-01-01 00:21:00,0,0
427069,4803.59157755974,ATM Withdrawal,Dining,Los Angeles,2023-01-01 00:22:00,0,0
876997,1579.783923265899,Online,Entertainment,Houston,2023-01-01 00:23:00,0,0
299041,2062.7117188645066,Online,Travel,Houston,2023-01-01 00:24:00,0,0
891743,1797.3349416569465,ATM Withdrawal,Dining,New York,2023-01-01 00:25:00,0,0
203355,1345.9112319564374,Online,Dining,Miami,2023-01-01 00:26:00,0,0
335796,3467.6467942443164,Online,Entertainment,Los Angeles,2023-01-01 00:27:00,0,0
314176,2947.780877025594,ATM Withdrawal,Entertainment,Los Angeles,2023-01-01 00:28:00,0,0
284779,1531.9312687320219,ATM Withdrawal,Grocery,Los Angeles,2023-01-01 00:29:00,0,0
447449,665.40122030879,ATM Withdrawal,Retail,Miami,2023-01-01 00:30:00,0,0
521909,1590.2913104773677,POS,Entertainment,New York,2023-01-01 00:31:00,0,0
358795,1909.25040186083,Online,Entertainment,New York,2023-01-01 00:32:00,0,0
586232,1906.363948389745,Online,Travel,Chicago,2023-01-01 00:33:00,0,0
600186,1789.5113711441393,POS,Grocery,Houston,2023-01-01 00:34:00,0,0
256730,248.3689185845688,Online,Entertainment,Miami,2023-01-01 00:35:00,0,0
970910,2322.845373968077,ATM Withdrawal,Dining,New York,2023-01-01 00:36:00,0,0
484681,4181.859445740309,ATM Withdrawal,Dining,Los Angeles,2023-01-01 00:37:00,0,0
249503,905.9296278332998,Online,Grocery,Houston,2023-01-01 00:38:00,0,0
754811,732.5584304201265,Online,Grocery,New York,2023-01-01 00:39:00,0,0
627035,2361.896020947832,Online,Travel,New York,2023-01-01 00:40:00,0,0
748143,1856.1620456893072,ATM Withdrawal,Entertainment,Houston,2023-01-01 00:41:00,0,0
552366,2808.5968003641865,Online,Entertainment,Los Angeles,2023-01-01 00:42:00,0,0
165725,4735.636176766631,Online,Dining,New York,2023-01-01 00:43:00,0,0
229981,3805.6268204123594,ATM Withdrawal,Dining,Houston,2023-01-01 00:44:00,0,0
184654,3436.8554751405827,ATM Withdrawal,Retail,Los Angeles,2023-01-01 00:45:00,0,0
691723,2082.605037246425,ATM Withdrawal,Grocery,New York,2023-01-01 00:46:00,0,0
419030,1440.362382726266,Online,Grocery,Houston,2023-01-01 00:47:00,0,0
428947,2703.6191959629246,Online,Entertainment,Los Angeles,2023-01-01 00:48:00,0,0
655839,4427.790420668105,POS,Retail,Miami,2023-01-01 00:49:00,0,0
373538,4384.328840004301,POS,Travel,New York,2023-01-01 00:50:00,0,0
431236,2230.34716900234,ATM Withdrawal,Grocery,Houston,2023-01-01 00:51:00,0,0
628178,1234.8706644165002,ATM Withdrawal,Entertainment,Miami,2023-01-01 00:52:00,0,0
665894,1130.595529003124,ATM Withdrawal,Entertainment,Chicago,2023-01-01 00:53:00,0,0
589492,174.7721417130805,Online,Entertainment,Chicago,2023-01-01 00:54:00,0,0
356840,4214.107910248253,POS,Dining,Los Angeles,2023-01-01 00:55:00,0,0
573254,1327.8659789972735,ATM Withdrawal,Entertainment,Chicago,2023-01-01 00:56:00,0,0
449457,1798.2007093258026,Online,Retail,Los Angeles,2023-01-01 00:57:00,0,0
765987,4047.034623965652,Online,Retail,Miami,2023-01-01 00:58:00,0,0
370936,604.5201386056875,Online,Travel,Los Angeles,2023-01-01 00:59:00,0,0
339931,2308.864223677426,Online,Dining,Los Angeles,2023-01-01 01:00:00,0,1
339629,616.0951927070577,Online,Retail,Miami,2023-01-01 01:01:00,0,1
305041,2212.0336047090664,POS,Entertainment,Miami,2023-01-01 01:02:00,0,1
798361,240.46217027552024,Online,Travel,Miami,2023-01-01 01:03:00,0,1
831912,2590.5260159372083,ATM Withdrawal,Dining,Miami,2023-01-01 01:04:00,0,1
517113,3979.570046761587,ATM Withdrawal,Retail,Houston,2023-01-01 01:05:00,0,1
168148,3383.1018905817964,ATM Withdrawal,Grocery,Los Angeles,2023-01-01 01:06:00,0,1
877089,2548.2992028391154,ATM Withdrawal,Travel,Los Angeles,2023-01-01 01:07:00,0,1
748531,4144.649767185031,ATM Withdrawal,Travel,Chicago,2023-01-01 01:08:00,0,1
351995,1142.800934921169,Online,Dining,Los Angeles,2023-01-01 01:09:00,0,1
778843,4154.827443496472,POS,Travel,New York,2023-01-01 01:10:00,0,1
672843,1385.4355805429395,ATM Withdrawal,Dining,New York,2023-01-01 01:11:00,0,1
356508,1815.6192742978053,POS,Grocery,New York,2023-01-01 01:12:00,0,1
903591,646.5088572941598,Online,Dining,New York,2023-01-01 01:13:00,0,1
996942,513.2650080292833,POS,Travel,Los Angeles,2023-01-01 01:14:00,0,1
206530,4660.897036333972,Online,Retail,Miami,2023-01-01 01:15:00,0,1
704365,953.9413446889619,Online,Travel,Chicago,2023-01-01 01:16:00,0,1
922352,1669.8142945344284,ATM Withdrawal,Travel,Miami,2023-01-01 01:17:00,0,1
560337,2648.1127362549164,ATM Withdrawal,Dining,Los Angeles,2023-01-01 01:18:00,0,1
824839,1742.596327352627,ATM Withdrawal,Dining,Chicago,2023-01-01 01:19:00,0,1
905889,4351.3157504770015,ATM Withdrawal,Travel,New York,2023-01-01 01:20:00,0,1
559773,4504.070243416628,POS,Retail,Los Angeles,2023-01-01 01:21:00,0,1
308261,1633.3223346806355,POS,Travel,Miami,2023-01-01 01:22:00,0,1
864469,464.67834235273375,Online,Travel,Chicago,2023-01-01 01:23:00,0,1
441097,1054.7403788658494,POS,Entertainment,Los Angeles,2023-01-01 01:24:00,0,1
415139,2374.592639071644,Online,Retail,Los Angeles,2023-01-01 01:25:00,0,1
271829,1445.9628059574704,Online,Travel,Houston,2023-01-01 01:26:00,0,1
371836,2270.093826470067,Online,Grocery,Los Angeles,2023-01-01 01:27:00,0,1
538974,3794.7239811057584,Online,Retail,Houston,2023-01-01 01:28:00,0,1
302283,2106.088976709564,ATM Withdrawal,Retail,Los Angeles,2023-01-01 01:29:00,0,1
296769,989.0022937586534,Online,Retail,Chicago,2023-01-01 01:30:00,0,1
661353,1793.048364721737,ATM Withdrawal,Retail,Chicago,2023-01-01 01:31:00,0,1
323165,3716.191184651923,Online,Dining,Los Angeles,2023-01-01 01:32:00,0,1
723587,2123.1902904678204,ATM Withdrawal,Retail,New York,2023-01-01 01:33:00,0,1
635822,1251.4415755903378,ATM Withdrawal,Dining,Los Angeles,2023-01-01 01:34:00,0,1
587879,2139.9211378406226,POS,Retail,New York,2023-01-01 01:35:00,0,1
664685,2276.7594049748855,POS,Grocery,Chicago,2023-01-01 01:36:00,0,1
882038,1485.4041378613558,Online,Entertainment,New York,2023-01-01 01:37:00,0,1
453531,4978.447020519229,ATM Withdrawal,Dining,Los Angeles,2023-01-01 01:38:00,0,1
363160,3839.2919643488435,Online,Entertainment,Chicago,2023-01-01 01:39:00,0,1
679879,3463.8126598356953,POS,Dining,Los Angeles,2023-01-01 01:40:00,0,1
320884,4275.06058792787,Online,Dining,Los Angeles,2023-01-01 01:41:00,0,1
123247,3333.7638828484032,POS,Retail,Houston,2023-01-01 01:42:00,0,1
124300,3955.946813560285,ATM Withdrawal,Travel,Chicago,2023-01-01 01:43:00,0,1
567281,2065.5655943710212,ATM Withdrawal,Retail,Miami,2023-01-01 01:44:00,0,1
707086,2504.356990697092,ATM Withdrawal,Travel,New York,2023-01-01 01:45:00,0,1
633556,239.7469345977327,ATM Withdrawal,Retail,Chicago,2023-01-01 01:46:00,0,1
448951,1406.8287250870346,Online,Retail,Houston,2023-01-01 01:47:00,0,1
374329,1843.2219841204135,ATM Withdrawal,Grocery,New York,2023-01-01 01:48:00,0,1
819064,3129.223775969552,POS,Grocery,Houston,2023-01-01 01:49:00,0,1
842139,2323.7353675455474,Online,Grocery,Miami,2023-01-01 01:50:00,0,1
532315,3041.1521208043805,POS,Entertainment,New York,2023-01-01 01:51:00,0,1
616588,3568.0700358968393,POS,Dining,Chicago,2023-01-01 01:52:00,0,1
336584,218.37974500001422,ATM Withdrawal,Dining,Miami,2023-01-01 01:53:00,0,1
662332,1295.0973462830543,Online,Retail,Chicago,2023-01-01 01:54:00,0,1
937646,858.6648433609382,POS,Dining,Chicago,2023-01-01 01:55:00,0,1
476896,941.3383202590013,ATM Withdrawal,Grocery,Los Angeles,2023-01-01 01:56:00,0,1
148984,2518.1113511817975,ATM Withdrawal,Grocery,New York,2023-01-01 01:57:00,0,1
402918,3701.1939886171267,Online,Travel,Miami,2023-01-01 01:58:00,0,1
364712,1367.5212844572598,Online,Travel,Chicago,2023-01-01 01:59:00,0,1
220151,4123.123944487883,ATM Withdrawal,Entertainment,Miami,2023-01-01 02:00:00,0,2
555808,4462.820303456827,Online,Dining,New York,2023-01-01 02:01:00,0,2
233767,1755.91669074166,Online,Travel,Chicago,2023-01-01 02:02:00,0,2
748663,3408.375912076355,ATM Withdrawal,Dining,Chicago,2023-01-01 02:03:00,0,2
803550,589.661223955115,Online,Travel,New York,2023-01-01 02:04:00,0,2
236330,3721.4212860016805,Online,Entertainment,New York,2023-01-01 02:05:00,0,2
580754,829.2942580057108,ATM Withdrawal,Grocery,Chicago,2023-01-01 02:06:00,0,2
401648,3438.641939836249,ATM Withdrawal,Retail,Los Angeles,2023-01-01 02:07:00,0,2
788519,2112.390517283621,POS,Retail,Los Angeles,2023-01-01 02:08:00,0,2
113986,4642.639326484611,ATM Withdrawal,Retail,Houston,2023-01-01 02:09:00,0,2
686146,2324.980606252824,POS,Retail,Los Angeles,2023-01-01 02:10:00,0,2
229312,159.35957325063558,Online,Grocery,Los Angeles,2023-01-01 02:11:00,0,2
112666,2405.9418360482555,ATM Withdrawal,Travel,Los Angeles,2023-01-01 02:12:00,0,2
400804,3978.5162255806654,Online,Entertainment,Miami,2023-01-01 02:13:00,0,2
234633,3237.1862327798153,ATM Withdrawal,Entertainment,Chicago,2023-01-01 02:14:00,0,2
388998,4831.744407090297,ATM Withdrawal,Retail,Houston,2023-01-01 02:15:00,1,2
950937,4217.146087873405,ATM Withdrawal,Retail,New York,2023-01-01 02:16:00,0,2
728776,2635.125556173327,POS,Retail,Houston,2023-01-01 02:17:00,0,2
807611,1036.5702251989635,ATM Withdrawal,Retail,Chicago,2023-01-01 02:18:00,0,2
384806,23.85427596150471,ATM Withdrawal,Dining,Chicago,2023-01-01 02:19:00,0,2
894824,4902.609473021834,POS,Travel,Miami,2023-01-01 02:20:00,0,2
130535,4691.906893021837,ATM Withdrawal,Retail,Miami,2023-01-01 02:21:00,0,2
475713,1374.3492504055882,POS,Travel,New York,2023-01-01 02:22:00,0,2
938688,3192.8878521875167,Online,Entertainment,Houston,2023-01-01 02:23:00,0,2
451279,3647.5516166163375,POS,Travel,Houston,2023-01-01 02:24:00,0,2
921654,2892.177237857812,Online,Dining,Los Angeles,2023-01-01 02:25:00,0,2
701661,4215.593565816299,ATM Withdrawal,Entertainment,Houston,2023-01-01 02:26:00,0,2
747972,393.7341189179087,POS,Retail,New York,2023-01-01 02:27:00,0,2
589570,4482.987700580316,Online,Retail,Houston,2023-01-01 02:28:00,0,2
556551,1963.1349607766278,Online,Entertainment,New York,2023-01-01 02:29:00,0,2
373109,2406.046657766083,POS,Retail,Los Angeles,2023-01-01 02:30:00,0,2
124538,2226.4445838562524,ATM Withdrawal,Retail,Chicago,2023-01-01 02:31:00,0,2
994498,2658.774683731928,Online,Retail,Miami,2023-01-01 02:32:00,0,2
301664,2992.8515170693386,POS,Entertainment,Chicago,2023-01-01 02:33:00,0,2
591234,3553.1654477310635,Online,Dining,New York,2023-01-01 02:34:00,0,2
999684,2627.0769936806446,Online,Dining,Miami,2023-01-01 02:35:00,0,2
239182,3425.442413764407,POS,Travel,New York,2023-01-01 02:36:00,0,2
572525,1694.7957307355493,POS,Dining,Los Angeles,2023-01-01 02:37:00,0,2
